timestamp,latitude,longitude,altitude,speed
1728201821.400000,46.9291167,7.1190462,,0.482
1728201821.500000,46.9291159,7.1190479,,0.604
1728201821.600000,46.929116,7.1190488,,0.573
1728201821.700000,46.9291156,7.11905,,0.624
1728201821.800000,46.9291153,7.1190513,,0.676
1728201821.900000,46.9291141,7.119054,,0.914
1728201822.000000,46.9291124,7.1190553,,0.966
1728201822.100000,46.9291105,7.1190567,,1.058
1728201822.200000,46.9291086,7.1190577,504.86,1.111
1728201822.300000,46.9291059,7.1190574,,1.193
1728201822.400000,46.9291038,7.1190583,,1.297
1728201822.500000,46.929101,7.1190577,,1.42
1728201822.600000,46.929097,7.1190576,,1.671
1728201822.700000,46.9290925,7.119059,,1.945
1728201822.800000,46.9290902,7.1190592,,1.992
1728201822.900000,46.9290887,7.1190584,,1.975
1728201823.000000,46.9290858,7.1190569,,2.087
1728201823.100000,46.9290814,7.1190569,,2.307
1728201823.200000,46.9290779,7.1190576,504.604,2.424
1728201823.300000,46.9290756,7.1190572,,2.432
1728201823.400000,46.9290737,7.1190582,,2.393
1728201823.500000,46.9290711,7.1190591,,2.429
1728201823.600000,46.9290692,7.1190621,,2.386
1728201823.700000,46.9290668,7.1190642,,2.401
1728201823.800000,46.9290652,7.1190631,,2.383
1728201823.900000,46.9290659,7.1190623,,2.164
1728201824.000000,46.9290661,7.1190638,,1.957
1728201824.100000,46.9290683,7.1190623,,1.673
1728201824.200000,46.9290695,7.1190631,504.654,1.45
1728201824.300000,46.9290683,7.1190629,,1.443
1728201824.400000,46.9290696,7.1190619,,1.273
1728201824.500000,46.9290706,7.1190616,,1.1
1728201824.600000,46.9290718,7.1190613,,0.903
1728201824.700000,46.9290732,7.1190605,,0.723
1728201824.800000,46.9290721,7.1190622,,0.813
1728201824.900000,46.9290728,7.1190611,,0.685
1728201825.000000,46.9290736,7.1190603,,0.572
1728201825.100000,46.9290735,7.1190603,,0.533
1728201825.200000,46.9290733,7.1190601,503.86,0.506
1728201825.300000,46.9290737,7.1190595,,0.47
1728201825.400000,46.929074,7.1190591,,0.42
1728201825.500000,46.9290772,7.1190574,,0.161
1728201825.600000,46.9290791,7.1190574,,0.254
1728201825.700000,46.9290771,7.119059,,0.341
1728201825.800000,46.9290775,7.1190592,,0.347
1728201825.900000,46.9290788,7.1190596,,0.462
1728201826.000000,46.9290785,7.1190587,,0.269
1728201826.100000,46.9290784,7.1190596,,0.303
1728201826.200000,46.9290792,7.1190594,503.335,0.267
1728201826.300000,46.9290799,7.1190588,,0.221
1728201826.400000,46.9290825,7.1190575,,0.199
1728201826.500000,46.9290827,7.119057,,0.179
1728201826.600000,46.9290804,7.1190573,,0.2
1728201826.700000,46.929082,7.1190567,,0.172
1728201826.800000,46.9290813,7.1190573,,0.063
1728201826.900000,46.9290814,7.1190561,,0.253
1728201827.000000,46.9290824,7.1190556,,0.303
1728201827.100000,46.9290827,7.1190554,,0.352
1728201827.200000,46.9290821,7.1190549,503.948,0.253
1728201827.300000,46.9290818,7.1190548,,0.205
1728201827.400000,46.929082,7.1190547,,0.191
1728201827.500000,46.9290824,7.1190539,,0.341
1728201827.600000,46.9290821,7.1190539,,0.183
1728201827.700000,46.9290812,7.1190532,,0.256
1728201827.800000,46.9290819,7.1190527,,0.185
1728201827.900000,46.9290806,7.1190532,,0.189
1728201828.000000,46.9290809,7.1190528,,0.137
1728201828.100000,46.9290813,7.1190519,,0.194
1728201828.200000,46.9290815,7.1190516,503.484,0.101
1728201828.300000,46.9290817,7.1190508,,0.209
1728201828.400000,46.9290819,7.1190507,,0.197
1728201828.500000,46.9290821,7.1190506,,0.126
1728201828.600000,46.9290824,7.1190501,,0.082
1728201828.700000,46.9290815,7.1190502,,0.269
1728201828.800000,46.9290815,7.1190492,,0.445
1728201828.900000,46.9290818,7.11905,,0.111
1728201829.000000,46.9290808,7.1190507,,0.105
1728201829.100000,46.9290793,7.1190505,,0.429
1728201829.200000,46.9290782,7.1190506,503.59,0.455
1728201829.300000,46.9290773,7.1190511,,0.452
1728201829.400000,46.9290765,7.119051,,0.494
1728201829.500000,46.9290755,7.1190517,,0.492
1728201829.600000,46.9290742,7.1190522,,0.539
1728201829.700000,46.9290742,7.119051,,0.554
1728201829.800000,46.9290735,7.1190515,,0.483
1728201829.900000,46.9290732,7.1190518,,0.396
1728201830.000000,46.9290728,7.1190519,,0.375
1728201830.100000,46.9290724,7.119052,,0.366
1728201830.200000,46.9290718,7.1190524,503.674,0.371
1728201830.300000,46.9290715,7.1190514,,0.406
1728201830.400000,46.9290715,7.1190506,,0.441
1728201830.500000,46.9290712,7.1190504,,0.406
1728201830.600000,46.9290709,7.1190508,,0.302
1728201830.700000,46.9290718,7.1190509,,0.11
1728201830.800000,46.9290713,7.1190512,,0.126
1728201830.900000,46.9290711,7.1190514,,0.13
1728201831.000000,46.9290708,7.1190517,,0.101
1728201831.100000,46.9290712,7.1190507,,0.206
1728201831.200000,46.9290715,7.1190494,503.141,0.382
1728201831.300000,46.929071,7.119048,,0.605
1728201831.400000,46.9290715,7.1190466,,0.66
1728201831.500000,46.9290714,7.1190453,,0.724
1728201831.600000,46.9290716,7.1190443,,0.693
1728201831.700000,46.92907,7.1190446,,0.622
1728201831.800000,46.9290678,7.1190459,,0.542
1728201831.900000,46.9290656,7.119047,,0.609
